name,assignment,length,begin,end,species,species-score,type,type support,major lineage,major lineage support,minor lineage,minor lineage support,minor lineage,minor lineage support
hDenV1BrazilSP-CEVD_2400207202,1V_E,10052,134,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400271202,1V_E,10036,146,10181,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400173202,1V_E,10052,134,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400172202,1V_E,10052,134,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400171202,1V_E,10043,141,10183,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400170202,1V_E,10043,139,10181,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400168202,1V_E,10052,134,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400167202,1V_E,10052,134,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400215202,1V_E,10052,134,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400214202,1V_E,10052,134,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400209202,1V_E,10048,139,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-FAMERP-12182013,1V_A,10647,1,10599,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-FAMERP-12172013,1V_A,10776,1,10688,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-FAMERP-12142012,1V_A,10917,1,10735,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-Fiocruz-133_209,1V_E,9622,133,9754,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-Fiocruz-138_209,1V_E,9621,133,9753,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-Fiocruz-131_209,1V_E,10048,133,10180,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-Fiocruz-167_211,1V_E,10064,133,10196,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-Fiocruz-175_211,1V_F,10048,133,10180,dengue virus type 1,,V,100,F,100,,,,
hDenV1BrazilSP-IAL-464252021|E,1V_E,10421,27,10447,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS100222020,1V_E,10421,27,10447,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS100732021,1V_E,10421,27,10447,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-493652022|E,1V_E,10329,95,10423,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-493672022|E,1V_E,10243,95,10337,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-493692022|E,1V_E,10431,9,10439,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-494302022|E,1V_E,10269,95,10363,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-494432022|E,1V_E,10218,95,10312,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-RP212022|EP,1V_E,10353,95,10447,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-RP222022|EP,1V_E,10225,95,10319,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-RP252022|EP,1V_E,10348,95,10442,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-RP282022|EP,1V_E,10329,95,10423,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-49808D12022,1V_E,10520,15,10534,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-SPH194757d12001,1V_A,240,2309,2548,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-SPH1589851990|E,1V,240,2309,2548,dengue virus type 1,,V,100,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-NS96542021|,1V_E,10421,27,10447,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6612023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6622023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6632023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6642023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6652023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6662023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6672023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6682023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6702023|EPI,1V_D.1,10331,16,10346,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-6712023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6732023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6752023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6762023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6772023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6792023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6802023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6812023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6832023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6842023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6852023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6862023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6882023|EPI,1V_E,10251,95,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6892023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6902023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6922023|EPI,1V_E,10331,16,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6942023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6952023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6962023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6972023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6982023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-6992023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7002023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7012023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7022023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7032023|EPI,1V_D.1,10330,16,10345,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-7042023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7052023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7072023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7092023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7212023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7242023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7572023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7502023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7732023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7472023|EPI,1V_D.1,10345,1,10345,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-7642023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7602023|EPI,1V_D.1,10345,1,10345,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-7592023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7542023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7692023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7512023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7392023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7672023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7652023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7772023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7622023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7752023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7712023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7722023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7402023|EPI,1V_D.1,10345,1,10345,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-7522023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7552023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35716556920,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35715847120,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35716776420,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35716412520,1V_D.1,10322,24,10345,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-35716641720,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35717050820,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35717234320,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35714511620,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35716179720,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35717091720,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35717261820,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35712944620,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35717458920,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35717870120,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35718323820,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35718972120,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35720563520,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35721818320,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35723645520,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35726377720,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35728047820,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35727248720,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300490202,1V_E,10089,140,10228,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300491202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300492202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300493202,1V_E,10057,141,10197,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300494202,1V_E,10035,140,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300495202,1V_E,10018,146,10163,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300496202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300497202,1V_E,10133,142,10274,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300498202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300578202,1V_E,10036,140,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300579202,1V_E,10107,142,10248,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300580202,1V_E,10136,139,10274,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300581202,1V_E,10035,140,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300582202,1V_E,10135,140,10274,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300600202,1V_E,10133,142,10274,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300601202,1V_E,10014,142,10155,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300602202,1V_E,9957,142,10098,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300603202,1V_E,10033,142,9746,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300710202,1V_E,10130,145,10274,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300711202,1V_E,10078,142,10219,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300713202,1V_E,10107,142,10248,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300715202,1V_E,10022,142,10163,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300716202,1V_E,9873,145,10017,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300717202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300718202,1V_D.1,10031,144,10174,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2300719202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300720202,1V_E,9601,146,9746,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300721202,1V_E,9712,142,9853,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300722202,1V_E,10099,150,10248,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300723202,1V_E,10090,145,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300724202,1V_E,10133,142,10274,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300725202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300726202,1V_E,10133,142,10274,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300727202,1V_E,10023,142,10164,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300728202,1V_E,9967,142,10108,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300729202,1V_E,9601,146,9746,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300730202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300731202,1V_E,10032,145,10176,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300732202,1V_E,9711,142,9852,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300733202,1V_E,10028,142,10168,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300734202,1V_E,10021,146,10166,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300735202,1V_E,10162,142,10303,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300736202,1V_E,10093,142,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300737202,1V_E,9971,165,10135,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300738202,1V_E,10034,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300739202,1V_E,9990,145,10134,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300793202,1V_E,10093,142,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300794202,1V_E,9967,142,10108,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300795202,1V_E,10133,142,10274,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300796202,1V_E,10056,142,10197,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300797202,1V_E,9607,140,9746,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300798202,1V_E,9606,142,9746,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300800202,1V_E,10167,140,10306,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300801202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300802202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300807202,1V_E,9994,142,10133,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300808202,1V_E,10022,142,10163,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300809202,1V_E,9875,142,10016,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300810202,1V_E,9964,142,9880,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300811202,1V_E,9602,145,9746,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300812202,1V_D.1,9742,142,9882,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2300989202,1V_E,9989,176,10164,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300990202,1V_E,10010,165,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300991202,1V_E,10024,151,10126,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300992202,1V_E,10027,148,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300996202,1V_E,10027,148,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300477202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300478202,1V_D.1,10029,146,10174,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2300479202,1V_E,10093,142,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300480202,1V_E,10133,142,10274,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300481202,1V_E,10160,142,10301,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300482202,1V_E,10032,143,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300483202,1V_E,10093,142,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300652202,1V_D.1,10033,142,10174,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2300653202,1V_D.1,10133,142,10274,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2300654202,1V_D.1,10062,142,10203,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2300655202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300656202,1V_E,10093,142,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300657202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300658202,1V_E,10035,140,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300659202,1V_D.1,10035,140,10174,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2300660202,1V_E,10135,140,10274,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35744748620,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35744400920,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35744680920,1V_D.1,10367,1,10367,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-35744800420,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35744814620,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35745350220,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35745586620,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35744958520,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35745756620,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35745611120,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35746305920,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35745647120,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35746600020,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35746495920,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35747441320,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35747452620,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35747073620,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35748524720,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35746786220,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35747452320,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35746270820,1V_D.1,10367,1,10367,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-35747268420,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35749099620,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35749126820,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35749705220,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35749955320,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35749393820,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35749796020,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35751937220,1V_E,10367,1,10367,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400268202,1V_D.1,10034,148,10181,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2400262202,1V_D.1,10040,142,10181,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2400266202,1V_E,10036,146,10181,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400265202,1V_E,10093,142,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400260202,1V_E,10029,146,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400259202,1V_E,10035,147,10181,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400006202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400012202,1V_D.1,10133,142,10274,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2400011202,1V_D.1,10105,144,10248,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2400003202,1V_D.1,10043,139,10181,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2400267202,1V_D.1,10037,146,10181,dengue virus type 1,,V,100,D,100,1,100,,
